0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
3.6033092,4.3382196,4.1278477,4.4493546,4.111469,3.6290596,4.811367,4.417095,4.01292,3.4230146,3.2400215,4.416609,5.5567403,4.3765497,4.936645,6.225206,6.7126484,8.882763,8.92382,8.549681,8.180603,7.6106033,6.2108607,4.2524934
1.4644608,1.5622525,1.9065623,1.3513411,2.6544678,2.7312374,4.3201814,3.6105127,2.1177595,1.3672364,1.270191,1.8030506,2.43024,0.83423185,1.3450918,1.2268287,0.921592,2.3081894,2.440022,2.7012985,2.6412623,2.6779552,2.5008523,1.5807084
0.35873172,0.41946,0.5036258,0.30000708,0.60525817,0.45185724,0.5665508,0.96032333,1.5468266,1.9460528,3.0844955,2.7203798,3.4988596,2.6821244,2.9464538,1.7158487,0.8808124,1.2671877,0.6529174,0.6976268,2.3478088,1.7632725,1.344616,0.85892725
4.3461556,2.440717,3.7042367,4.148528,3.8616266,3.338183,5.850599,4.3923097,3.4449983,2.4640868,1.9334348,2.53684,2.6323607,2.621839,2.7125728,3.6561346,2.9388664,5.9746056,6.3336954,6.4496055,6.229685,4.6057024,3.787195,2.917455
1.0458986,0.62913793,0.36015758,0.04435862,1.1014817,0.5038895,0.69544876,2.3125777,1.0682017,1.7719699,1.9663864,0.6241578,1.7890378,2.6403832,1.7593151,1.5774431,2.0229278,3.2886434,5.3664618,4.7717752,2.9853222,1.7154827,1.5410026,0.27931908
3.522661,0.5147608,0.549707,0.6380204,1.5429139,1.1242679,1.0201998,1.107607,3.2803655,1.9004848,5.427963,2.9462223,2.1933875,2.9044414,2.5986195,1.5538368,0.0,2.1509407,1.1140425,1.283193,2.7053869,11.543579,10.799235,10.071617
1.277815,1.4454788,1.8788457,1.8271798,1.7414399,2.5242012,3.438186,2.750791,1.452389,1.3375534,2.0928905,1.7919348,3.4612,2.7416348,2.4893336,3.2312596,3.9675996,3.3959055,3.180647,3.1345167,2.7020187,3.4036722,2.7509675,1.3428359
0.9272192,1.004103,0.26334694,0.0296723,0.46888885,0.19062255,0.82889605,0.96124357,1.133609,1.2768817,2.4681976,1.9868143,3.0866132,3.1620922,2.5379748,1.3173683,1.2652059,2.1373293,3.0960898,2.5195084,2.2013702,2.4195673,2.025193,0.76361054
2.5105472,0.34536418,0.6485013,0.2759419,1.622981,0.8633273,0.87371355,0.8271705,2.1836796,1.0915048,2.318877,2.4602957,1.8025191,2.1799731,2.147158,1.823552,2.0109925,7.712829,6.7829347,3.5639713,2.4862604,2.8382928,6.232068,7.8489103
0.7294358,0.4582284,0.33863908,0.5158356,0.6776973,0.32465774,0.28969142,0.8797763,0.39666182,0.025490003,0.5491646,0.37908286,1.456764,0.9913682,1.8220313,2.263899,2.5555265,2.072883,1.2424784,1.8247131,1.1446981,1.111494,1.0032984,0.75593334
4.42512,1.1906409,0.049591716,0.3670234,0.7136473,0.22840685,0.350685,0.945791,1.5836109,0.6675223,1.6234359,0.05668035,1.4942061,1.5016425,1.9499274,1.554448,0.71002734,3.001565,1.1911737,2.7730765,2.4333997,3.9800537,5.932736,9.377921
