0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.95394635,1.0432742,0.68030477,0.6906986,1.4435055,0.46783236,0.73914826,3.3375833,1.5147531,0.4820279,0.0,0.0,0.76879936,1.5347229,2.1432397,1.6273791,1.9797229,3.1110184,1.1020818,7.396975,8.246929,1.5744008,1.5400378,1.5178804
3.480317,1.6045127,0.0,0.031737227,0.14040427,0.29581144,0.49501345,0.8572657,1.4678743,0.8022425,0.844617,0.63277423,1.7608802,1.4119748,1.889973,1.435202,0.9607623,4.4219313,1.7612855,2.1109452,1.6597675,1.9820976,4.1236944,7.5075088
3.35032,1.52513,0.79677534,2.5115914,2.339361,0.9505834,0.8363924,3.7158012,8.232878,5.2145114,6.0246534,3.8185687,3.3646016,5.046294,4.8518515,3.142041,2.7912536,4.3818965,2.7695022,1.4089286,3.8041668,3.0514455,2.2436676,1.6419033
3.7539928,2.9508023,2.9834862,2.3412519,1.4031368,0.4658434,0.61697316,0.9758269,1.5840168,1.869308,4.628135,3.1892922,4.472039,5.0353446,5.182575,4.826898,2.734241,2.4352713,0.9567208,0.86289924,5.0288076,5.0076594,3.962801,5.509229
1.3200557,0.5341646,0.2837031,0.5872689,0.9371456,0.12051351,0.5366822,0.68697965,0.85261613,0.19271947,1.0300375,0.47946033,1.7082493,0.57026315,1.2854567,1.1170183,0.83772767,2.4925942,0.85595983,1.193985,0.88224345,1.615155,6.0901284,7.380869
0.50707245,0.43973434,0.2202489,0.8580777,0.58392227,0.46572196,0.3960752,1.3196112,0.6811562,0.35413423,0.12107648,1.2623488,1.7192069,1.8675448,3.2425349,3.8490908,4.5919957,5.177036,2.6148036,5.4635997,2.0205712,1.3680794,0.89028746,0.49362066
3.9454536,2.2823453,0.0,3.2070878,3.013998,1.4127423,1.9116125,1.275129,2.9068222,1.5984466,3.1884189,3.0087414,2.0615392,3.156678,2.2316384,1.9013059,0.36966914,2.4115138,1.7483609,1.8124744,1.2682695,1.4152766,1.965616,1.6070246
0.38154978,0.35844335,0.36480674,0.7936456,0.17491384,0.04988279,0.4510911,0.703019,1.6747924,2.5014641,4.329023,4.2653546,4.675926,5.4973016,4.126744,2.5122037,2.5658069,2.485883,0.75574654,0.7336661,0.13778517,0.90172154,0.90724903,0.46604383
0.40588987,0.36699232,0.23203772,0.28001228,0.5961161,0.11486529,0.049474906,0.8225505,0.5718169,0.4482187,0.83509505,0.66021365,1.2472296,1.4724481,1.6407125,1.3554637,1.0466567,2.09573,1.1921781,3.4008336,3.6613202,1.1907272,1.0611304,0.5434892
0.47174776,0.49882314,0.4990034,0.3597609,0.6407963,0.23253678,0.26194134,0.9320378,1.345605,1.8017597,3.109302,2.6212978,3.406288,3.1537976,3.4194307,2.406683,1.1552495,1.0899892,0.5017587,0.59189343,1.8468984,0.98026323,0.99594545,0.81254345
0.7028629,2.0340781,1.1508808,5.5566325,3.821104,1.4154155,1.8890508,3.6314158,3.219552,1.4311678,2.6379328,2.3005357,2.6716099,1.5817612,1.7377166,1.5479921,1.0061393,1.8835194,3.0331066,2.8754125,2.8684273,3.2409806,2.0112865,1.1792254
9.17249,5.248492,0.42483953,5.9321527,4.7229776,2.1036222,3.3262374,1.6454887,3.8793821,2.8395555,4.6893907,4.620635,4.257277,4.973462,3.3253338,2.0328293,0.90882176,2.705579,2.2719073,1.6898371,1.6876695,2.1710794,2.7119887,3.892782
