0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.5283307,0.37279603,0.5410406,0.15069082,0.086210065,0.41338286,0.7579805,0.8725771,0.93317777,0.5269725,1.3232948,1.8738738,3.8433883,3.490273,4.882053,7.511511,7.346078,5.5190644,4.471991,4.102528,1.9547697,1.9804387,1.2454344,0.34121332
2.30928,2.5653243,0.5846211,2.0865831,2.1647956,1.6516008,3.6975691,2.7102354,2.26067,1.6899703,2.242608,2.9539003,4.286787,3.957791,5.092134,5.441333,5.17459,5.26281,4.303442,6.0697336,5.6247168,3.7390983,3.0440128,2.238494
4.2629385,8.302152,5.016308,7.516271,4.1035347,2.622921,4.5383916,2.41065,3.5474663,2.1753714,4.8943777,4.326836,6.7145,3.5453808,4.6048827,5.293116,4.939605,4.3142514,3.7857099,2.7433438,2.175601,2.6624298,2.3780854,1.9940298
3.7189941,2.8937786,3.1915116,1.799704,2.6073143,2.5234163,2.9373415,2.345634,4.5479946,5.722441,8.744358,7.991701,9.852911,8.860172,9.652169,7.7908173,6.5770216,6.0257483,4.15581,3.9032423,8.971705,8.6108,5.6287117,6.864467
3.376406,3.1972504,3.3963947,3.0779924,3.1427102,3.2868352,2.8278248,3.8472223,5.5643806,7.4928327,6.7882547,9.598066,11.126866,9.248144,10.258384,8.65971,7.2009225,7.892132,6.272584,8.411013,7.48037,6.202903,5.084059,4.889114
0.50491863,0.52637255,0.7457531,0.43226302,1.003538,1.0603387,0.61332273,3.1020699,4.586268,6.0405035,6.678978,8.204357,9.358347,7.5921183,8.201996,6.7508097,4.7048035,4.156581,2.1671128,3.1628304,2.1593916,2.0982733,1.7504976,1.2688053
1.936392,2.2498145,2.7877402,2.2712946,2.6074557,2.6495056,2.545459,3.2982392,5.138655,6.6966624,8.091168,9.503092,10.324233,8.630668,8.938111,7.226265,5.0270467,5.7826934,4.793706,4.3878517,4.294039,3.9167066,3.7340991,2.8167593
6.5309916,5.8749065,4.1107097,5.183523,4.7702365,4.0255227,3.3525636,2.43368,7.020734,12.440982,8.8714,10.100538,9.2355995,6.671545,3.5250165,3.1491928,2.8725607,6.997958,6.3741097,6.1988726,10.408378,8.930632,7.068877,10.071881
9.317812,8.647962,10.164898,7.295024,4.944185,4.048022,5.0814075,4.7317514,0.7505113,2.2800806,4.1738176,2.614862,6.178057,6.668552,9.142913,6.1798315,5.105352,4.67826,5.427093,4.124365,6.2444034,4.7754736,4.876165,7.019479
2.837169,3.275401,2.0468488,2.467537,2.3812022,2.1130435,3.8630347,3.8158283,4.1865196,3.4021451,4.8942966,5.5760593,6.8090425,5.9059815,6.7274942,7.320946,6.2098694,6.45051,5.6508417,5.2444625,7.674779,5.730985,4.4416428,3.1435068
7.9386954,7.215091,5.319274,6.7570453,6.614953,4.926037,4.181812,2.8113194,9.191616,13.0973215,9.00341,10.875149,9.0507555,8.735509,4.3911977,4.0296507,4.653278,10.536612,9.582719,9.402993,12.3836155,11.309778,9.492247,11.341873
1.4554305,2.0544868,1.4782288,0.7059021,1.6848861,1.3276058,1.3093727,1.1642815,3.0771437,3.913189,5.392169,6.8655925,7.5296144,7.4260297,6.7433376,5.1295342,10.252215,9.268991,5.111074,3.240815,2.199825,2.838129,3.543068,3.1167948
1.271133,1.7772694,1.8592322,1.7879148,2.4421375,2.2948413,1.8938738,2.1058433,2.4639735,2.465957,3.1310182,4.519437,5.14104,3.4227495,4.6406217,4.997138,4.2609735,5.94798,4.615655,4.230087,3.4826176,2.9049191,2.711278,1.8572445
1.113905,0.7453931,0.8587865,1.134394,1.2997588,0.8256663,1.0535599,1.6056391,1.5395848,1.4763628,1.9711921,3.0481222,3.9268973,3.13015,4.555595,4.161266,5.420723,5.326838,2.9921558,3.8870692,3.8185046,2.3121612,2.2761505,1.7654678
0.93262476,0.4514602,0.60521996,0.5547163,0.84788746,0.6110767,0.84633076,1.2209648,2.1558003,2.2566748,3.5008469,3.624321,4.5638337,4.046567,4.6778793,4.551508,4.394861,4.8238683,2.8769035,2.672674,5.3514705,2.940813,2.8268123,2.77127
2.5629408,1.712327,0.95611626,0.90678406,1.0619318,0.8500017,1.0150752,2.044843,0.81328464,0.0,0.026096247,0.0,1.6223234,1.8684624,4.239244,4.1829424,5.718687,4.472324,2.465511,5.783003,4.78216,2.41992,1.8818784,3.7128134
