0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2.233757,1.859088,1.8626381,2.07054,1.5247802,1.1169403,0.8969663,1.2200576,0.5352778,1.0276002,1.3695273,2.1572006,3.9367144,2.8447967,4.733848,6.507909,6.152615,5.161671,4.04058,4.53599,2.532008,2.5789196,1.8105568,1.8089805
1.909283,1.631742,1.7823478,1.2850497,1.6223998,1.3148307,1.0467495,1.3323435,1.5556792,1.8474199,3.071976,2.8648214,4.1386194,3.1819825,4.0337415,3.8707654,2.9432485,2.6445546,1.9929624,2.1002517,3.4316854,2.6168027,1.8926373,1.7022934
2.5775518,2.000216,2.2022378,2.3232863,1.8400047,1.2343036,1.6013447,1.6809584,0.9937633,1.4529994,2.080325,2.5512855,4.220124,3.0134985,4.7264786,5.2759094,6.349035,5.3762035,4.5831933,4.1132426,3.4977233,3.601541,3.0659208,2.4425344
0.4385994,0.49112105,0.41831392,0.33088148,0.57774025,0.23805004,0.15068275,0.66191405,0.72742313,0.07198933,0.85266656,0.09387597,0.8150392,0.60944575,1.1085099,0.92603856,0.5037252,1.0017884,0.5499889,0.8881464,1.5955044,2.0138285,0.84096134,0.729733
0.8220192,0.16337647,0.05819776,1.2615079,0.0,0.4641784,1.7337418,0.8437675,0.052389063,0.84028226,2.1527243,4.4787025,7.3927364,7.89833,9.425448,9.514907,9.596788,8.970985,6.6423154,5.3184543,2.8552637,2.5733986,1.0332448,0.78448766
0.02515726,0.14989892,0.19801682,0.1008819,0.272929,0.082565926,0.16804178,0.5480062,0.5238659,0.4154181,0.81266266,0.527092,1.3056165,1.1099463,1.6344128,1.4076306,1.120323,1.811297,0.7122871,0.9020137,0.47581592,0.6721022,0.2857593,0.0
2.064214,1.8995291,2.01251,1.6708374,2.2245517,1.8261654,1.3659134,1.6345181,1.4907032,1.5482168,2.2359354,2.581837,3.9922323,2.7564015,4.1255684,4.9890184,4.520851,4.343578,3.6481864,3.6784902,3.6023438,2.956917,2.5058792,1.9822936
1.0278282,0.86537236,0.6445727,0.4249861,0.504094,0.36199093,0.51784366,0.72447807,1.2227544,1.051008,2.8030236,1.3838494,1.5047948,2.116905,1.8886285,0.84697187,0.44470763,1.3923724,0.3032522,0.45757896,3.4256191,5.4830756,1.1160231,1.4589071
0.5943943,0.47583055,0.36512116,0.8980629,0.59827167,0.51417637,0.63054,0.83282065,0.4002339,0.5009326,1.0272179,1.7431118,3.5012958,2.8200538,4.2072573,5.2075562,5.177835,4.3650794,3.4018471,3.0838947,1.7223036,1.6827536,1.2359084,0.79229087
3.1267326,3.3214908,3.2227235,3.0443532,1.9513417,1.2011583,0.98092395,1.928401,0.33165416,1.0439593,0.54337937,1.6362753,3.688902,3.1171546,4.742282,6.847712,6.309867,5.408443,3.5516927,7.12222,2.9347186,2.398686,1.5743024,2.4807806
