0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1.5430892,1.2762876,1.3002493,0.9804799,1.3181287,0.8937935,1.1013937,2.0174587,2.695427,3.594796,5.242781,5.55202,6.4037805,5.50552,5.8411136,4.298161,4.720289,3.7635405,2.4252887,2.0218868,2.2430158,2.689848,2.672799,1.8011699
2.7037175,2.2081108,1.8596145,1.0815239,2.0163639,1.4326091,1.3111933,2.2155545,7.3958836,8.604581,10.696992,10.268139,10.441975,11.7647085,9.100917,5.6968327,7.4579854,5.9159894,2.6812835,2.0585268,2.403076,3.333319,3.9301233,2.2011259
2.4045763,2.5838819,2.536991,2.1111584,2.3811119,1.8161044,1.9457486,1.9955815,4.0688605,4.5593376,5.6147985,5.541109,5.9586883,5.56245,4.937253,3.964302,3.7223241,4.796311,4.054579,3.9441323,4.216417,4.1549864,3.9437754,2.648449
2.0724769,1.8433012,1.9054906,1.6131066,1.3496755,0.8182493,0.9396516,1.4340477,1.5894004,1.9895331,3.140904,2.9701931,4.2810087,3.368965,4.094639,3.864008,3.4961734,2.8798552,2.1053865,1.9913449,2.0805328,2.266322,1.8553134,1.5982065
1.9060054,1.6934128,1.733434,1.3495685,1.7520329,1.3502741,1.3173782,1.8065408,2.2781272,2.832737,3.959343,4.3040543,5.628753,4.5656214,5.459949,5.1901245,4.6517477,4.2790446,3.5404577,3.2085054,3.6822271,3.3341694,3.095609,2.2228193
6.236511,4.74927,1.669161,0.6564241,1.2574725,1.4889406,1.7266653,0.69610035,4.943334,5.07242,6.401941,4.980143,4.692887,7.1839604,5.0092773,2.6897757,2.7345157,4.543973,2.1290176,2.572012,10.219181,9.655724,4.6739955,4.384344
2.0246782,2.3687084,2.7281141,2.3154552,2.181222,1.7383398,1.9727528,2.3025615,2.9383137,3.2963202,4.265679,5.196072,6.584106,5.390267,6.4745717,6.9555464,6.570133,6.244419,5.679784,5.0678725,4.311918,4.3160157,4.02358,2.599476
2.334414,2.829275,3.2877946,2.5515318,2.4620543,2.0684419,2.1595635,2.707917,4.468614,5.834723,7.220125,8.508306,9.894629,8.270261,8.895392,7.839793,7.0895467,6.99971,5.993516,5.1087184,4.6558275,5.099102,4.9495134,3.0607665
5.628763,4.917117,4.2291923,3.3849976,2.5410478,1.9417833,2.3082345,1.6510464,1.5961298,2.8769271,3.740598,2.361123,5.0127807,3.5218246,4.0010934,2.0227416,2.7907183,4.306666,4.384086,4.20838,7.257661,6.494409,5.895336,5.473962
2.6772783,2.1661305,1.9009187,1.8710096,1.749752,1.1329521,1.1186967,1.2480592,2.4138477,3.2922432,4.5787816,4.155931,5.2264333,5.672236,4.8140683,3.4385955,7.768424,3.7925434,2.2534926,2.8046443,3.9956913,3.8973794,3.5019584,2.2975225
2.0101764,1.8973018,1.896799,1.5284975,1.8104544,1.3438725,1.3026397,1.2857947,4.037404,4.4553013,5.5723314,5.014029,5.634346,5.3631544,4.404616,3.29575,3.1234279,4.0384736,2.892657,2.9145403,3.2459762,3.4833033,3.539052,2.1254694
3.1384742,2.6832373,2.371622,2.695628,2.0688446,1.6989655,2.0521297,1.9962482,3.3094301,4.601981,4.2171645,2.7123325,2.7225099,2.2002203,1.5247767,2.0123594,1.8753042,3.6685092,3.7600045,3.6059132,5.0027766,4.560084,3.9676032,4.014358
2.3571744,1.6981703,1.3557067,1.5599694,1.1530943,0.70162135,0.76199174,1.4319086,0.4964777,0.26151103,0.40132275,0.94507587,2.2855911,1.9487814,3.393979,4.7067738,4.6606407,4.9032702,3.9067001,6.1963806,2.9298463,1.8643312,1.8577456,3.0728378
0.8652723,0.72407764,0.7912062,0.5304939,0.7661381,0.544442,0.6000323,1.4288504,1.6374356,1.4238284,2.3525465,2.6996684,3.438919,2.8489482,3.879634,4.2231393,3.9991715,4.172569,3.056697,2.4881485,1.8141874,1.8990188,1.617888,1.0092381
3.7594297,2.850461,1.7238607,2.1963458,2.317471,1.3752309,1.530011,2.3909233,5.3761377,5.0215015,4.7831426,1.7195897,2.0751336,4.824913,3.5198581,2.6723175,3.8185632,5.55735,3.4980686,2.9570374,5.732568,4.637112,3.319798,2.8071365
2.7450633,4.0971394,5.1253138,4.9232655,3.5673294,3.1463895,3.5087276,3.9429352,4.444133,4.658217,4.710173,5.844116,6.7357635,5.1004014,6.0545235,7.2081885,6.7179813,8.075121,8.039734,7.4719424,7.20784,5.8287697,4.8429313,3.6976147
3.536569,3.6178565,3.6506307,3.5444515,3.437624,2.9996672,4.2324605,3.7441862,4.1252794,4.2218084,4.990788,5.832631,7.164028,5.8556876,6.463205,6.5141706,6.4447975,7.2892656,7.085763,6.6820846,5.972655,6.3682785,5.7304683,3.7560396
1.0862073,0.9370277,0.95955664,0.8195004,0.9878064,0.7290991,0.92043614,1.3763471,1.8847486,2.200454,3.4053423,3.758222,4.728553,3.812221,4.708341,4.505828,3.7855232,3.7271104,2.5936978,1.997846,1.8371181,1.7425389,1.8740871,1.7459499
2.5010393,1.6252098,1.5567844,1.2485131,1.6045593,1.0081735,0.99710196,1.0745928,4.4169416,4.860562,6.050901,4.702738,6.389177,4.8191295,4.3513927,2.7682035,2.3765008,2.7435124,2.6988122,2.322565,2.9616084,3.6762788,3.665239,2.1928897
