0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
6.0542707,5.597314,6.266476,4.3873525,3.1355882,2.7682152,2.1495047,2.5669172,2.284676,4.6038074,6.4322586,4.988563,7.1385093,5.8595195,6.0771627,6.108723,4.616348,2.921974,2.3569453,2.0011194,3.7278113,4.3655424,3.5834968,4.714211
1.6303914,1.6835729,1.7628698,0.92648846,1.8955301,2.2486472,3.7201393,2.5036957,3.2475443,4.5973773,6.281732,6.6690044,7.682097,6.490108,6.4671803,4.4990964,3.073182,2.729097,1.9594371,1.6139106,2.3593361,2.8889697,2.8709261,1.8278189
2.2113774,1.8405657,1.7288663,1.336933,1.5356255,1.227568,1.4986595,2.589585,3.418187,4.290951,6.0218015,5.8374457,7.1135325,6.1740375,6.3934555,5.068094,3.6227496,3.5171432,2.3332784,2.3796773,5.19271,3.8540578,3.1077702,2.3987753
0.86552465,0.91674966,0.82529396,0.5664499,1.0114226,0.90151495,0.81128746,1.15611,2.3422534,3.2937446,5.0857973,6.107128,6.088921,4.9266653,5.150482,2.777212,4.8556786,5.3584585,2.8000417,1.471754,1.2977462,1.7336099,1.6917887,1.0032136
1.2116381,0.63168395,0.65181124,0.5728086,1.2332098,0.5909361,0.45952836,0.53008246,0.48322287,0.0,0.29376474,1.6841533,1.4335449,0.9073073,2.3119953,1.9398769,4.9891267,7.040138,4.1367383,2.5272353,1.3322332,1.6350439,1.3025794,1.3368552
1.9106792,1.22552,0.9148083,0.5000981,0.07033203,0.4313507,0.45951936,0.1933256,1.9007744,2.398196,4.773154,3.1540158,3.3956044,3.1442223,2.6809812,1.3153903,0.29711062,1.0381898,0.44303587,1.021243,8.330521,10.399994,2.409436,2.9300523
0.55354893,0.55806243,0.4817363,0.33566394,0.8424887,0.6515607,0.6853561,1.0104322,1.6965904,1.9862969,3.4111965,4.110441,4.6725097,3.7316685,4.074836,2.4479184,2.1918452,4.4633236,3.8339016,1.9744053,1.7379473,1.5109886,1.2566574,0.8589153
0.8228421,1.001412,1.1010588,0.7657211,1.0535492,1.0061115,1.1328285,1.580731,3.320426,5.1981435,7.176446,7.9423056,8.75993,7.582845,7.830999,5.5023823,3.9928281,3.9677417,2.3348372,1.3444401,1.4648038,1.9173552,2.0520046,1.2215418
0.5392622,0.5444914,0.5011749,0.31771758,0.6479537,0.4480402,0.48587772,1.156741,2.0063486,2.94294,4.4126987,4.1460547,5.1083,4.480242,4.5704412,3.171962,1.6778772,1.6526637,0.9384983,0.9959198,2.2927198,1.3560085,1.3737302,0.9498043
0.49644303,0.6382539,0.7468732,0.503298,0.69306487,0.5022045,0.5910033,1.078923,1.4067448,2.027579,3.069146,2.946552,3.773587,2.5928204,2.8705308,1.8273234,0.8804059,0.89968914,0.51887655,0.5965993,0.8369876,1.1145911,1.0978566,0.66162837
